,text,label
156,"Avery Bradley followed up with 19 points , eight rebounds and three assists , while David Lee chipped in 15 points on 6 - of - 9 shooting , including 0 - of - 0 from long range",1.0
157,"LaMarcus Aldridge finished with 10 points , four rebounds and four assists , in 32 minutes",1.0
158,The Heat were expected to win this game easily and they took care of business in this wire - to - wire win,1.0
159,"In fact , the Heat led for the entirety of the second half , as they outscored the Pacers , 30 - 16 , in the third quarter",1.0
160,"The assist - to - turnover ratio was the decisive statistic , with Miami recording 23 assists to 16 turnovers , while Indiana committed 15 turnovers to just 16 assists",1.0
161,"The Pacers ( 30 - 29 ) have now won five of their last six games , as they continue to falter",1.0
162,"Paul George led the way for Indiana , as he tallied 10 points , five rebounds and one assist",1.0
163,"Thaddeus Young was the only other starter in double figures , as he totaled 13 points , five rebounds and four assists",1.0
164,On deck for Indiana is a home matchup against the Atlanta Hawks on Friday,1.0
165,"The Heat ( 27 - 32 ) have now won four of their last six games , as they continue to falter",1.0
166,Miami will look to play better on Thursday in a home matchup against the Toronto Raptors .,1.0
167,The Portland Trail Blazers ( 30 - 10 ) defeated the San Antonio Spurs ( 25 - 16 ) 110 - 96 on Wednesday at the AT & T Center in San Antonio,1.0
168,"The Spurs got off to a quick start in this one , out - scoring the Spurs 35 - 28 in the first quarter alone",1.0
169,"The Spurs were able to coast to a victory in front of their home crowd , as they shot 50 percent from the field and 38 percent from the three - point line , while the Spurs finished at 45 percent from the floor and just 32 percent from deep",1.0
170,"The Trail Blazers were also able to force the Spurs into 16 turnovers , while committing only 12 of their own",1.0
171,The Spurs were led by the duo of LaMarcus Aldridge and LaMarcus Aldridge,1.0
172,"Aldridge went 9 - for - 18 from the field and 6 - for - 6 from the three - point line to score a game - high of 24 points , while also adding eight rebounds and three assists",1.0
173,"Aldridge on the other hand went 9 - for - 18 from the field and 6 - for - 6 from the three - point line to score 24 points , while also adding eight rebounds and three assists",1.0
174,"It was his second double - double in a row , as he 's combined for 54 points and 13 rebounds over that span",1.0
175,"The Spurs ' next game will be at home against the Dallas Mavericks on Friday , while the Spurs will be at home against the Golden State Warriors on Friday .",1.0
176,"The Los Angeles Clippers defeated the host Charlotte Hornets , 124 - 121 , at Staples Center on Wednesday",1.0
177,The Clippers ( 36 - 23 ) came into this game as a big favorite and they left it once again on Friday,1.0
178,"JJ Redick chipped in 22 points on 9 - of - 16 shooting , including 3 - of - 7 from long range , along with two rebounds , five assists and one steal",1.0
179,"JJ Redick added 22 points , two rebounds and two assists , and Frank Kaminsky chipped in 16 points on 5 - of - 13 shooting , to go with five rebounds and four assists",1.0
180,"Batum finished with a game - high 31 points , along with eight rebounds and four assists",1.0
181,"Kemba Walker added 34 points , two rebounds , two assists and two steals on 11 - of - 26 shooting , including 6 - of - 10 from long range",1.0
182,"The Golden State Warriors defeated the Utah Jazz , 104 - 74 , at Oracle Arena on Saturday",1.0
183,"Golden State was expected to win this game easily , but it took a monster second half to escape with a win",1.0
184,"Draymond Green finished second on the team with 15 points , 11 rebounds and four assists",1.0
185,"Rudy Gobert recorded a double - double , totaling 11 points and 17 rebounds",1.0
186,"Klay Thompson led the team in scoring , as he dropped 17 points on 8 - of - 13 shooting",1.0
187,"Joe Johnson was the only other starter in double figures , as he accrued 14 points and two rebounds",1.0
188,"Gordon Hayward was the player of the game , as he accumulated 25 points , three rebounds and four assists",1.0
189,"Rudy Gobert was the only other Jazz player in double figures , as he totaled 11 points and 17 rebounds .",1.0
190,"The Hawks held the Magic to a 35 percent success rate from the floor and 26 percent from three - point range , while also eliciting 15 turnovers from the Hawks ( 30 - 21 )",1.0
191,"Paul Millsap led the way for the Hawks with a game - high 21 points , which he supplemented with five rebounds , four assists and one steal",1.0
192,"Millsap was right behind him with 21 points , five rebounds , four assists and one steal",1.0
193,"Dwight Howard posted a 11 - point , 13 - rebound double - double that also included three assists , one steal and one block",1.0
194,"Kent Bazemore led the bench with 27 points , three rebounds , three assists and two steals",1.0
195,"Kent Bazemore led the second unit with 27 points , three rebounds , three assists and two steals",1.0
196,"Paul Millsap led the way for Orlando with 21 points , five rebounds , four assists , one steal and one block",1.0
197,"Dwight Howard posted a 11 - point , 13 - rebound double - double that also included three assists , one steal and one block",1.0
198,"Kent Bazemore led the second unit with 12 points , three rebounds , three assists , two steals and one block",1.0
199,"The Magic head back home to face off with the New York Knicks on Monday night , while the Hawks remain home and await the Toronto Raptors on Friday evening as well .",1.0
200,"The Miami Heat defeated the Toronto Raptors , 104 - 89 , at American Airlines Arena on Saturday afternoon",1.0
201,"The Heat ( 32 - 34 ) checked in to Wednesday 's contest with only seven wins in their previous seven games , but the Heat ( 38 - 28 ) were able to prevail with a much - needed win",1.0
202,"The Heat ( 38 - 28 ) were able to outperform Toronto ( 38 - 28 ) to a 38 percent success rate from the field , and 13 percent from three - point range , while also holding the Raptors to a 38 percent success rate from behind the arc",1.0
203,"Serge Ibaka was next with nine points , four rebounds , an assist and three blocks",1.0
204,"Jonas Valanciunas posted a 10 - point , 10 - rebound double - double that also included an assist",1.0
205,"Fred VanVleet supplied five points , four rebounds , one assist and a steal",1.0
206,"Tyler Johnson paced the bench with 16 points , three rebounds , three assists and a steal",1.0
207,"Hassan Whiteside posted a 12 - point , 14 - rebound double - double that also included an assist , four blocks and a steal",1.0
208,"Goran Dragic and Dion Waiters supplied matching 15 - point efforts , with the former also supplying a pair of assists and a steal , and the latter supplying five assists , one rebound and one steal",1.0
209,"Wayne Ellington led the second unit with 11 points , three rebounds and one steal",1.0
210,"The Raptors head back home to face off with the Atlanta Hawks on Friday afternoon , while the Heat travel to Atlanta for a Friday evening date with the Hawks .",1.0
211,The Atlanta Hawks ( 25 - 8 ) defeated the Portland Trail Blazers ( 26 - 8 ) 115 - 107 on Tuesday at the Moda Center in Portland,1.0
212,"The Hawks came into this game riding a three - game losing streak , but it was n't enough to get the victory in front of their home crowd",1.0
213,"The Hawks shot 51 percent from the field , compared to the Blazers who shot 51 percent on their end",1.0
214,"The Hawks were led by Paul Millsap , who finished with a game - high of 27 points ( 11 - 17 FG , 0 - 1 3Pt , 5 - 7 FT ) , to go along with six rebounds",1.0
215,The Trail Blazers had six players reach double figures in points,1.0
216,"Wesley Matthews shot 5 - for - 14 from the field and 4 - for - 10 from the three - point line to score 19 points , while Nicolas Batum added 16 points ( 7 - 14 FG , 2 - 8 3PT ) and a pair of rebounds off the bench",1.0
217,"The Blazers shot just 7 - 24 ( 39 percent ) from three - point land , but it was n't enough to propel the Trail Blazers to the win",1.0
218,"The Hawks ' next game will be on the road against the Cleveland Cavaliers on Friday , while the Trail Blazers will travel to Cleveland to play the Cavaliers on Friday .",1.0
219,"The Boston Celtics defeated the Chicago Bulls , 107 - 100 , at TD Garden on Friday",1.0
220,"The Celtics ( 3 - 1 ) checked in to Friday with only seven road wins in 17 games this season , but the Celtics ( 3 - 1 ) were able to prevail with a solid road victory",1.0
221,"The Celtics ( 3 - 1 ) were able to overcome a solid shooting night from the floor ( 3 - 1 ) on their home court , limiting the Bulls ( 3 - 1 ) to sub - 40 percent success rates from the field and three - point range , respectively",1.0
222,"The Bulls were led by Jimmy Butler 's 23 points , which he supplemented with nine rebounds , two assists , a steal and a block",1.0
223,"Dwyane Wade was next with 15 points , four assists and two steals",1.0
224,"Taj Gibson ( eight points ) and Robin Lopez ( eight points ) were n't able to lend much support , with Gerald Green ( eight points ) and Gerald Green ( four points over 14 minutes )",1.0
225,"Avery Bradley was next with 13 points , five rebounds , four assists and a steal",1.0
226,"Jae Crowder registered 10 points , five boards and a pair of blocks",1.0
227,Gerald Green paced the bench with just four points and three assists,1.0
228,Boston remains in second place in the Eastern Conference 's Atlantic Division,1.0
229,They head to Cleveland to take on the Cavaliers on Friday night .,1.0
230,"The Washington Wizards defeated the Los Angeles Clippers , 117 - 110 , at Verizon Center on Friday",1.0
231,"The Wizards ( 12 - 14 ) checked in to Wednesday 's contest having won four of their last seven games , but they did n't disappoint against the Clippers ( 20 - 14 ) to the tune of a 28 - 27 first quarter",1.0
232,"However , the Wizards ( 20 - 14 ) regrouped at halftime and came out strong in the second quarter , jumping out to a 28 - 27 lead after one quarter",1.0
233,"However , the Wizards ( 20 - 8 ) regrouped at halftime and turned the tables in the third quarter , outscoring the Clippers by a 32 - 32 margin over the final nine minutes to seal the victory",1.0
234,"Morris followed with a 23 - point , nine - rebound double - double that also included three assists , three steals and a block",1.0
235,"Austin Rivers was next with 13 points , two rebounds , two assists and two steals",1.0
236,"JJ Redick contributed 17 points , one rebound and one block",1.0
237,"The Wizards head back home to tangle with the Milwaukee Bucks on Friday evening , while the Wizards remain home to tangle with the New York Knicks on Monday evening .",1.0
238,The Indiana Pacers ( 10 - 5 ) defeated the Chicago Bulls ( 9 - 5 ) 104 - 92 on Wednesday at Bankers Life Fieldhouse in Indianapolis,1.0
239,"The Pacers were the superior shooters in this one , going 43 percent from the field and 29 percent from the three - point line , while the Bulls went just 35 percent from the floor and a meager 42 percent from beyond the arc",1.0
240,"The Pacers were led by Paul George , who went 11 - for - 24 from the field and 4 - for - 10 from the three - point line to score a game - high of 33 points , while also adding eight rebounds and two blocked shots",1.0
241,He 's now averaging 13 points and 4 rebounds on the season,1.0
242,"Jimmy Butler also had a double - double of his own , finishing with 16 points ( 4 - 10 FG , 2 - 4 3Pt , 6 - 6 FT ) , five rebounds , five assists and two steals",1.0
243,"It was his second double - double in a row , as he 's combined for 50 points and 13 rebounds over his last two games",1.0
244,"Coming off the bench , CJ Miles had 16 points ( 6 - 12 FG , 3 - 8 3Pt , 1 - 1 FT ) of his own",1.0
245,"The Pacers ' next game will be at home against the New York Knicks on Wednesday , while the Bulls will travel to Charlotte to play the Hornets on Friday in the second half of a back - to - back .",1.0
246,"Russell Westbrook and Russell Westbrook both the Oklahoma City Thunder and the Oklahoma City Thunder , however , as they continue to play at the Sleep Train Arena",1.0
247,"Westbrook finished with 36 points , 11 rebounds , seven assists , four steals and one block on 11 - of - 21 shooting , while Westbrook scored 36 points on 11 - of - 21 shooting , to go along with 11 rebounds , seven assists , three steals and one block , in 36 minutes",1.0
248,"Enes Kanter was the only other Thunder player to score in double digits , as he finished with 29 points on 10 - of - 18 shooting , in 32 minutes off the bench",1.0
249,"DeMarcus Cousins led the way for the Kings , with 31 points on 11 - of - 20 shooting , along with 11 rebounds , seven assists and four steals , in 34 minutes",1.0
250,"Enes Kanter followed up with 29 points on 10 - of - 18 shooting , in 32 minutes , while Steven Adams chipped in 21 points , four rebounds and one steal , in 27 minutes .",1.0
251,The Sacramento Kings ( 16 - 25 ) defeated the Sacramento Kings ( 16 - 25 ) 98 - 94 on Wednesday at the Moda Center in Portland,1.0
252,"The Kings got off to a quick start in this one , out - scoring the Kings 31 - 23 right away in the first quarter",1.0
253,"The Kings were the superior shooters in this game , going 45 percent from the field and 33 percent from the three - point line , while the Kings went just 40 percent from the floor and just 31 percent from deep",1.0
254,"The Trail Blazers ' next game will be at home against the Los Angeles Clippers on Wednesday , while the Blazers will be at home against the Los Angeles Clippers on Wednesday .",1.0
255,"The Washington Wizards defeated the Brooklyn Nets , 114 - 110 , at Barclays Center on Saturday evening",1.0
256,"The Wizards ( 31 - 21 ) have been mocked for some time for the "" Trust the Process "" slogan that has become associated with their run with the first - round win of the season",1.0
257,"Washington was able to withstand a late rally from the Nets ( 9 - 21 ) in the first half of a back - to - back set , building a 31 - 22 lead after one quarter",1.0
